ts_gap,gps_sys_delta,is_duplicate,label_id,label_name
-69.079,2453145405.1234,0,3,ATK3_OVER
86382.3867,10.7754,0,1,ATK1_FUTURE
86347.9406,-37.0799,1,5,ATK4_REPLAY
9.7068,-519370655.1869,0,4,ATK3B_UNDER
-118.9027,864035.6535,0,2,ATK2_SPOOF
3.2324,-2.0648,0,0,NORMAL
-84.8284,-519370767.7811,0,4,ATK3B_UNDER
0.0229,-1.549,0,0,NORMAL
86349.0842,-17.0448,0,1,ATK1_FUTURE
-33.4135,863941.9345,0,2,ATK2_SPOOF
86306.444,6.9217,1,5,ATK4_REPLAY
-0.3798,-3.5304,0,0,NORMAL
0.32,0.2973,0,0,NORMAL
16.3149,863950.8772,0,2,ATK2_SPOOF
122.2989,2453145467.9194,0,3,ATK3_OVER
86410.5432,26.118,0,1,ATK1_FUTURE
86488.2678,3.0318,1,5,ATK4_REPLAY
25.2634,864055.8553,0,2,ATK2_SPOOF
-93.353,2453145444.1142,0,3,ATK3_OVER
4.1206,-2.3218,0,0,NORMAL
86415.0837,4.1942,1,5,ATK4_REPLAY
-31.0688,2453145452.6701,0,3,ATK3_OVER
-40.9714,-519370626.148,0,4,ATK3B_UNDER
86399.4768,-71.1966,1,5,ATK4_REPLAY
-12.2775,864126.4178,0,2,ATK2_SPOOF
128.5965,2453145428.3076,0,3,ATK3_OVER
-12.9346,2453145427.5496,0,3,ATK3_OVER
-2.7498,-0.9645,0,0,NORMAL
-71.0864,2453145371.6926,0,3,ATK3_OVER
86388.3462,94.1325,1,5,ATK4_REPLAY
-41.6071,-519370731.4811,0,4,ATK3B_UNDER
86398.2088,65.502,0,1,ATK1_FUTURE
86372.3988,-3.1935,0,1,ATK1_FUTURE
37.461,-519370761.0122,0,4,ATK3B_UNDER
9.8197,863905.6848,0,2,ATK2_SPOOF
38.2671,863940.0246,0,2,ATK2_SPOOF
3.9114,2453145451.6216,0,3,ATK3_OVER
-11.2366,2453145392.9751,0,3,ATK3_OVER
86361.4385,17.4102,0,1,ATK1_FUTURE
86402.6876,-86.2677,0,1,ATK1_FUTURE
86509.2932,30.7793,0,1,ATK1_FUTURE
6.9615,-519370833.0413,0,4,ATK3B_UNDER
-1.5012,2453145387.5448,0,3,ATK3_OVER
86373.2143,-2.0171,0,1,ATK1_FUTURE
1.6806,2.6071,0,0,NORMAL
-3.2354,-519370722.4179,0,4,ATK3B_UNDER
61.4662,863968.696,0,2,ATK2_SPOOF
86362.2485,4.1092,1,5,ATK4_REPLAY
-37.8515,2453145352.965,0,3,ATK3_OVER
86278.0375,-30.4124,0,1,ATK1_FUTURE
-65.2991,864008.5314,0,2,ATK2_SPOOF
-0.136,-0.4399,0,0,NORMAL
56.128,863952.1424,0,2,ATK2_SPOOF
0.0437,-0.7225,0,0,NORMAL
-23.8801,863994.7512,0,2,ATK2_SPOOF
-31.1615,863981.0132,0,2,ATK2_SPOOF
88.816,-519370762.3292,0,4,ATK3B_UNDER
-1.9994,-2.6807,0,0,NORMAL
86382.2651,-0.414,0,1,ATK1_FUTURE
-17.6548,864019.3748,0,2,ATK2_SPOOF
44.7012,-519370763.327,0,4,ATK3B_UNDER
35.9914,2453145423.5693,0,3,ATK3_OVER
20.2108,-519370736.4627,0,4,ATK3B_UNDER
-0.6382,0.0794,0,0,NORMAL
-36.7865,-519370770.4541,0,4,ATK3B_UNDER
86432.577,3.2472,0,1,ATK1_FUTURE
15.0562,863970.2148,0,2,ATK2_SPOOF
86392.3348,-63.6765,1,5,ATK4_REPLAY
36.8354,-519370695.0703,0,4,ATK3B_UNDER
86350.2832,-18.6757,0,1,ATK1_FUTURE
86390.1751,73.4041,0,1,ATK1_FUTURE
-14.4453,864040.6048,0,2,ATK2_SPOOF
0.3162,1.8292,0,0,NORMAL
86441.8833,1.9657,1,5,ATK4_REPLAY
-0.1742,-2.7518,0,0,NORMAL
16.9497,864006.8812,0,2,ATK2_SPOOF
18.5304,863908.0173,0,2,ATK2_SPOOF
15.9237,-519370779.4841,0,4,ATK3B_UNDER
0.012,-3.4383,0,0,NORMAL
86437.4515,17.2768,1,5,ATK4_REPLAY
86396.3323,46.8297,1,5,ATK4_REPLAY
81.635,-519370739.877,0,4,ATK3B_UNDER
86393.4109,-29.611,1,5,ATK4_REPLAY
-2.4527,-519370757.6989,0,4,ATK3B_UNDER
86469.1223,24.3023,1,5,ATK4_REPLAY
1.7277,1.2285,0,0,NORMAL
-64.0344,2453145477.878,0,3,ATK3_OVER
86358.9054,4.5763,0,1,ATK1_FUTURE
-0.1226,-0.5022,0,0,NORMAL
86386.4312,-55.0283,0,1,ATK1_FUTURE
1.8487,-0.8609,0,0,NORMAL
-55.3291,864028.2371,0,2,ATK2_SPOOF
86452.282,-66.786,0,1,ATK1_FUTURE
-67.1663,-519370709.9678,0,4,ATK3B_UNDER
18.1296,863995.8704,0,2,ATK2_SPOOF
86381.098,2.5916,0,1,ATK1_FUTURE
-0.7875,-0.9833,0,0,NORMAL
86496.4036,10.0979,1,5,ATK4_REPLAY
18.8981,864050.9406,0,2,ATK2_SPOOF
86429.0925,18.932,0,1,ATK1_FUTURE
1.9914,-0.6546,0,0,NORMAL
86450.6405,-15.1259,1,5,ATK4_REPLAY
-41.6798,864059.3446,0,2,ATK2_SPOOF
86391.3564,0.2066,0,1,ATK1_FUTURE
27.0065,-519370738.4724,0,4,ATK3B_UNDER
86435.3124,67.1564,1,5,ATK4_REPLAY
-1.2778,2.944,0,0,NORMAL
86403.9674,5.2579,1,5,ATK4_REPLAY
86471.7997,-3.0046,0,1,ATK1_FUTURE
86389.7526,35.3226,1,5,ATK4_REPLAY
10.9469,2453145375.5315,0,3,ATK3_OVER
-126.9604,864019.1436,0,2,ATK2_SPOOF
86406.6858,17.6056,1,5,ATK4_REPLAY
-5.8612,-1.8182,0,0,NORMAL
86359.9818,116.3096,1,5,ATK4_REPLAY
86369.1912,-59.4194,0,1,ATK1_FUTURE
-3.7197,-2.6236,0,0,NORMAL
54.2805,863888.7318,0,2,ATK2_SPOOF
86468.4392,-8.7087,0,1,ATK1_FUTURE
-4.1163,864011.8135,0,2,ATK2_SPOOF
-140.6173,863994.6394,0,2,ATK2_SPOOF
86398.1375,41.2835,0,1,ATK1_FUTURE
86429.432,-77.792,0,1,ATK1_FUTURE
16.2426,864057.3689,0,2,ATK2_SPOOF
26.2536,2453145327.252,0,3,ATK3_OVER
86388.0766,32.4859,1,5,ATK4_REPLAY
86314.0232,0.8939,1,5,ATK4_REPLAY
69.7886,-519370759.4025,0,4,ATK3B_UNDER
86412.494,70.6737,1,5,ATK4_REPLAY
86380.8017,-12.1915,1,5,ATK4_REPLAY
86426.3874,-28.0358,1,5,ATK4_REPLAY
16.5154,863964.189,0,2,ATK2_SPOOF
86321.48,-51.4794,1,5,ATK4_REPLAY
86499.1299,78.0288,1,5,ATK4_REPLAY
86448.2275,12.8246,0,1,ATK1_FUTURE
59.9777,2453145378.4138,0,3,ATK3_OVER
86396.2616,-7.3537,0,1,ATK1_FUTURE
-2.2209,0.1209,0,0,NORMAL
-0.3021,2.031,0,0,NORMAL
24.5527,2453145410.6046,0,3,ATK3_OVER
-19.0312,864053.9494,0,2,ATK2_SPOOF
86476.3693,9.1531,1,5,ATK4_REPLAY
35.598,-519370800.707,0,4,ATK3B_UNDER
-0.9407,-2.7546,0,0,NORMAL
1.8811,1.2678,0,0,NORMAL
0.5447,-3.1961,0,0,NORMAL
86417.9398,22.3858,0,1,ATK1_FUTURE
-2.1152,864056.479,0,2,ATK2_SPOOF
86436.3049,-71.1026,0,1,ATK1_FUTURE
2.1784,4.4585,0,0,NORMAL
86400.5858,38.9415,0,1,ATK1_FUTURE
86421.8828,16.0225,0,1,ATK1_FUTURE
-12.3443,863956.4826,0,2,ATK2_SPOOF
-0.1866,-2.9947,0,0,NORMAL
7.3066,2453145492.664,0,3,ATK3_OVER
-0.6781,-1.5892,0,0,NORMAL
21.3224,864043.3591,0,2,ATK2_SPOOF
42.2838,2453145467.5838,0,3,ATK3_OVER
72.4467,2453145342.0686,0,3,ATK3_OVER
-112.1034,-519370701.1781,0,4,ATK3B_UNDER
18.8048,2453145471.7225,0,3,ATK3_OVER
1.6252,0.4772,0,0,NORMAL
55.0596,2453145452.0182,0,3,ATK3_OVER
34.3374,-519370710.8465,0,4,ATK3B_UNDER
-1.1551,2.2654,0,0,NORMAL
0.8956,-0.1817,0,0,NORMAL
-0.8851,2.1578,0,0,NORMAL
86454.0428,21.4483,0,1,ATK1_FUTURE
15.5705,864047.9256,0,2,ATK2_SPOOF
86394.1276,18.5111,1,5,ATK4_REPLAY
-1.8672,-2.1947,0,0,NORMAL
-15.3536,-519370661.1382,0,4,ATK3B_UNDER
2.5035,-1.0756,0,0,NORMAL
70.9978,-519370720.9139,0,4,ATK3B_UNDER
86283.645,61.4197,0,1,ATK1_FUTURE
3.8047,2453145471.9746,0,3,ATK3_OVER
6.0612,2453145488.6311,0,3,ATK3_OVER
24.966,-519370677.2991,0,4,ATK3B_UNDER
-49.349,864016.0896,0,2,ATK2_SPOOF
104.8755,2453145428.7361,0,3,ATK3_OVER
42.2285,2453145486.4649,0,3,ATK3_OVER
-0.9986,-4.9017,0,0,NORMAL
-31.555,-519370731.1795,0,4,ATK3B_UNDER
86456.4684,26.2114,1,5,ATK4_REPLAY
86366.8413,-52.8173,0,1,ATK1_FUTURE
-103.0264,2453145499.328,0,3,ATK3_OVER
-58.4132,-519370786.6289,0,4,ATK3B_UNDER
24.9511,2453145438.019,0,3,ATK3_OVER
1.9655,2.9459,0,0,NORMAL
-91.8255,864073.9165,0,2,ATK2_SPOOF
-37.8657,-519370767.6625,0,4,ATK3B_UNDER
86381.7786,-15.2434,0,1,ATK1_FUTURE
-7.0859,2453145506.5102,0,3,ATK3_OVER
1.7685,-519370747.5404,0,4,ATK3B_UNDER
68.017,2453145439.2728,0,3,ATK3_OVER
-2.9096,-2.5248,0,0,NORMAL
86343.0438,6.0482,1,5,ATK4_REPLAY
86372.3,-50.5079,1,5,ATK4_REPLAY
86426.9511,-21.0909,1,5,ATK4_REPLAY
86432.1287,-7.2688,1,5,ATK4_REPLAY
0.2593,864044.1706,0,2,ATK2_SPOOF
7.4364,864075.1058,0,2,ATK2_SPOOF
-6.2564,-519370754.9863,0,4,ATK3B_UNDER
-0.0273,-1.1619,0,0,NORMAL
86405.1128,44.4492,0,1,ATK1_FUTURE
-40.9135,863951.2081,0,2,ATK2_SPOOF
31.1221,2453145513.1311,0,3,ATK3_OVER
-24.9096,2453145491.5799,0,3,ATK3_OVER
13.6547,2453145397.5732,0,3,ATK3_OVER
86459.6336,34.7571,1,5,ATK4_REPLAY
-33.6323,-519370773.8202,0,4,ATK3B_UNDER
-0.309,-2.3907,0,0,NORMAL
-2.3439,0.2029,0,0,NORMAL
-45.5656,863965.3957,0,2,ATK2_SPOOF
86352.2536,-8.9164,1,5,ATK4_REPLAY
86444.3026,27.5814,1,5,ATK4_REPLAY
94.367,2453145512.9382,0,3,ATK3_OVER
-2.9019,2453145392.3955,0,3,ATK3_OVER
-10.1385,2453145522.9023,0,3,ATK3_OVER
-4.5145,863989.1653,0,2,ATK2_SPOOF
86471.7503,29.0599,0,1,ATK1_FUTURE
86383.5395,-13.1795,0,1,ATK1_FUTURE
-86.8711,864024.3581,0,2,ATK2_SPOOF
-1.9519,3.8058,0,0,NORMAL
-130.3683,2453145481.6344,0,3,ATK3_OVER
-15.2895,2453145418.0189,0,3,ATK3_OVER
82.2666,2453145438.0154,0,3,ATK3_OVER
54.8071,863959.5241,0,2,ATK2_SPOOF
32.4939,2453145430.8851,0,3,ATK3_OVER
-0.7664,-0.5133,0,0,NORMAL
-27.9735,2453145461.369,0,3,ATK3_OVER
86517.885,53.3406,1,5,ATK4_REPLAY
86376.555,31.5077,1,5,ATK4_REPLAY
-28.0465,2453145487.96,0,3,ATK3_OVER
7.6208,-519370717.4801,0,4,ATK3B_UNDER
10.4601,2453145454.4649,0,3,ATK3_OVER
0.9825,2453145511.9664,0,3,ATK3_OVER
-3.5672,-0.2886,0,0,NORMAL
86443.5988,-89.3363,0,1,ATK1_FUTURE
86396.0678,-38.6079,1,5,ATK4_REPLAY
86382.4238,-56.2465,0,1,ATK1_FUTURE
47.7112,-519370664.1719,0,4,ATK3B_UNDER
-7.9416,-519370693.4264,0,4,ATK3B_UNDER
48.234,2453145475.3081,0,3,ATK3_OVER
86385.3298,35.1513,0,1,ATK1_FUTURE
86423.2832,-77.4532,1,5,ATK4_REPLAY
-0.3813,-1.1215,0,0,NORMAL
0.3452,-3.2004,0,0,NORMAL
-32.4209,2453145429.6656,0,3,ATK3_OVER
101.4323,-519370684.1422,0,4,ATK3B_UNDER
86403.0383,207.5621,1,5,ATK4_REPLAY
53.5951,2453145472.2377,0,3,ATK3_OVER
86361.2957,103.1947,0,1,ATK1_FUTURE
1.2631,863976.4996,0,2,ATK2_SPOOF
86336.1231,-20.528,1,5,ATK4_REPLAY
26.5587,-519370615.4159,0,4,ATK3B_UNDER
-60.6698,-519370760.8126,0,4,ATK3B_UNDER
1.1112,1.1037,0,0,NORMAL
-78.0184,863893.8063,0,2,ATK2_SPOOF
86434.8744,-67.9439,0,1,ATK1_FUTURE
-8.052,-519370685.3039,0,4,ATK3B_UNDER
86497.5472,-41.4438,0,1,ATK1_FUTURE
1.0588,2.0507,0,0,NORMAL
40.0679,2453145422.4995,0,3,ATK3_OVER
-16.3251,-519370679.9421,0,4,ATK3B_UNDER
-22.6309,864048.2671,0,2,ATK2_SPOOF
-6.8856,2453145458.5934,0,3,ATK3_OVER
86308.9567,-2.199,1,5,ATK4_REPLAY
86385.5857,-8.0861,0,1,ATK1_FUTURE
86350.605,-48.0372,1,5,ATK4_REPLAY
86356.7329,46.8761,0,1,ATK1_FUTURE
17.5294,-519370805.6639,0,4,ATK3B_UNDER
86381.2685,-3.8182,1,5,ATK4_REPLAY
-0.056,-3.2522,0,0,NORMAL
86477.4945,53.2156,0,1,ATK1_FUTURE
86457.0105,-8.5725,0,1,ATK1_FUTURE
18.08,864039.0466,0,2,ATK2_SPOOF
-10.9401,-519370680.9971,0,4,ATK3B_UNDER
-30.5304,2453145448.4371,0,3,ATK3_OVER
-2.2075,-0.7713,0,0,NORMAL
14.5906,864026.16,0,2,ATK2_SPOOF
-38.7704,864081.2249,0,2,ATK2_SPOOF
86406.3681,11.9575,0,1,ATK1_FUTURE
86428.7243,16.5193,1,5,ATK4_REPLAY
-16.6378,2453145479.8519,0,3,ATK3_OVER
80.7123,2453145451.7439,0,3,ATK3_OVER
63.4473,-519370738.4613,0,4,ATK3B_UNDER
-28.015,2453145467.5921,0,3,ATK3_OVER
-40.9537,863949.7447,0,2,ATK2_SPOOF
86414.7296,-3.5999,0,1,ATK1_FUTURE
86355.4848,4.8695,1,5,ATK4_REPLAY
-0.8168,-2.2738,0,0,NORMAL
86451.7095,6.5753,1,5,ATK4_REPLAY
-7.3057,863990.8961,0,2,ATK2_SPOOF
86394.8373,-22.7479,1,5,ATK4_REPLAY
15.0147,2453145403.9742,0,3,ATK3_OVER
3.1294,1.2346,0,0,NORMAL
86350.9571,-15.0626,1,5,ATK4_REPLAY
10.941,2453145398.3694,0,3,ATK3_OVER
-7.8032,863892.1221,0,2,ATK2_SPOOF
64.1881,-519370670.6063,0,4,ATK3B_UNDER
86469.6035,-23.704,0,1,ATK1_FUTURE
-4.7885,-1.8605,0,0,NORMAL
22.753,-519370814.6661,0,4,ATK3B_UNDER
-54.2785,2453145484.9284,0,3,ATK3_OVER
45.0324,2453145504.6203,0,3,ATK3_OVER
